Time,dense_layer_size,dense_layers,layer_size,conv_layers,epoch,acc,loss,val_acc,val_loss,test_loss,test_acc
1603151129.0,8.0,1.0,8.0,1.0,0.0,0.7835999727249146,24.59187806401783,0.7360000014305115,0.6765472359657287,0.6068150951456444,0.7091559171676636
1603151129.0,8.0,1.0,8.0,1.0,1.0,0.7976444363594055,0.6612893142594232,0.7360000014305115,0.6599857414245606,0.6068150951456444,0.7091559171676636
1603151129.0,8.0,1.0,8.0,1.0,2.0,0.7976444363594055,0.6407138540903727,0.7360000014305115,0.6452550354003906,0.6068150951456444,0.7091559171676636
1603151129.0,8.0,1.0,8.0,1.0,3.0,0.7976444363594055,0.622196256213718,0.7360000014305115,0.6324403274536132,0.6068150951456444,0.7091559171676636
1603151129.0,8.0,1.0,8.0,1.0,4.0,0.7976444363594055,0.6057094660758973,0.7360000014305115,0.6214359384536743,0.6068150951456444,0.7091559171676636
1603151129.0,8.0,1.0,8.0,1.0,5.0,0.7976444363594055,0.5911509871694777,0.7360000014305115,0.6120707266807556,0.6068150951456444,0.7091559171676636
1603151129.0,8.0,1.0,8.0,1.0,6.0,0.7976444363594055,0.5783408801714579,0.7360000014305115,0.6042418773651123,0.6068150951456444,0.7091559171676636
1603151129.0,8.0,1.0,8.0,1.0,7.0,0.7976444363594055,0.5671269394980537,0.7360000014305115,0.5976987500190735,0.6068150951456444,0.7091559171676636
1603151129.0,8.0,1.0,8.0,1.0,8.0,0.7976444363594055,0.55734226114485,0.7360000014305115,0.5923702375411988,0.6068150951456444,0.7091559171676636
1603151129.0,8.0,1.0,8.0,1.0,9.0,0.7976444363594055,0.5488603289074367,0.7360000014305115,0.5880492233276368,0.6068150951456444,0.7091559171676636
1603151129.0,8.0,1.0,8.0,2.0,0.0,0.7835111021995544,29.095482064225937,0.7360000014305115,0.6794507860183716,0.6070958260643977,0.7091559171676636
1603151129.0,8.0,1.0,8.0,2.0,1.0,0.7976444363594055,0.664553317144182,0.7360000014305115,0.662170756816864,0.6070958260643977,0.7091559171676636
1603151129.0,8.0,1.0,8.0,2.0,2.0,0.7976444363594055,0.6433601862271627,0.7360000014305115,0.6470173114776612,0.6070958260643977,0.7091559171676636
1603151129.0,8.0,1.0,8.0,2.0,3.0,0.7976444363594055,0.6244159153832329,0.7360000014305115,0.633950999546051,0.6070958260643977,0.7091559171676636
1603151129.0,8.0,1.0,8.0,2.0,4.0,0.7976444363594055,0.6076004483858745,0.7360000014305115,0.6226805470466614,0.6070958260643977,0.7091559171676636
1603151129.0,8.0,1.0,8.0,2.0,5.0,0.7976444363594055,0.5927718024041918,0.7360000014305115,0.6130801524162293,0.6070958260643977,0.7091559171676636
1603151129.0,8.0,1.0,8.0,2.0,6.0,0.7976444363594055,0.5797294862323337,0.7360000014305115,0.6050802234649658,0.6070958260643977,0.7091559171676636
1603151129.0,8.0,1.0,8.0,2.0,7.0,0.7976444363594055,0.5683401044633654,0.7360000014305115,0.5983806632995605,0.6070958260643977,0.7091559171676636
1603151129.0,8.0,1.0,8.0,2.0,8.0,0.7976444363594055,0.5584063789049785,0.7360000014305115,0.5928960676193238,0.6070958260643977,0.7091559171676636
1603151129.0,8.0,1.0,8.0,2.0,9.0,0.7976444363594055,0.5497700392405193,0.7360000014305115,0.5885097360610962,0.6070958260643977,0.7091559171676636
1603151129.0,8.0,1.0,8.0,3.0,0.0,0.7914666533470154,3.4970571980688305,0.7360000014305115,0.676965716266632,0.6065459964783577,0.7091559171676636
1603151129.0,8.0,1.0,8.0,3.0,1.0,0.7976444363594055,0.6612942625893486,0.7360000014305115,0.6597120343208313,0.6065459964783577,0.7091559171676636
1603151129.0,8.0,1.0,8.0,3.0,2.0,0.7976444363594055,0.6401276497734918,0.7360000014305115,0.6446253030776977,0.6065459964783577,0.7091559171676636
1603151129.0,8.0,1.0,8.0,3.0,3.0,0.7976444363594055,0.6213007867919074,0.7360000014305115,0.6317319732666016,0.6065459964783577,0.7091559171676636
1603151129.0,8.0,1.0,8.0,3.0,4.0,0.7976444363594055,0.6046869136492411,0.7360000014305115,0.6207068194389344,0.6065459964783577,0.7091559171676636
1603151129.0,8.0,1.0,8.0,3.0,5.0,0.7976444363594055,0.5900799825244479,0.7360000014305115,0.6113524582862854,0.6065459964783577,0.7091559171676636
1603151129.0,8.0,1.0,8.0,3.0,6.0,0.7976444363594055,0.5772588155534533,0.7360000014305115,0.6035761329650879,0.6065459964783577,0.7091559171676636
1603151129.0,8.0,1.0,8.0,3.0,7.0,0.7976444363594055,0.5660843184259203,0.7360000014305115,0.5970879107475281,0.6065459964783577,0.7091559171676636
1603151129.0,8.0,1.0,8.0,3.0,8.0,0.7976444363594055,0.5563411237080892,0.7360000014305115,0.5918488637924194,0.6065459964783577,0.7091559171676636
1603151129.0,8.0,1.0,8.0,3.0,9.0,0.7976444363594055,0.5479249229855008,0.7360000014305115,0.5876014973640442,0.6065459964783577,0.7091559171676636
1603151129.0,8.0,1.0,8.0,4.0,0.0,0.7873333096504211,2.05115052467982,0.7360000014305115,0.6743532660484314,0.6059009076358594,0.7091559171676636
1603151129.0,8.0,1.0,8.0,4.0,1.0,0.7976444363594055,0.6578197226312426,0.7360000014305115,0.656934796333313,0.6059009076358594,0.7091559171676636
1603151129.0,8.0,1.0,8.0,4.0,2.0,0.7976444363594055,0.6365732349713643,0.7360000014305115,0.6420248363494873,0.6059009076358594,0.7091559171676636
1603151129.0,8.0,1.0,8.0,4.0,3.0,0.7976444363594055,0.6178826452573141,0.7360000014305115,0.6293042099952698,0.6059009076358594,0.7091559171676636
1603151129.0,8.0,1.0,8.0,4.0,4.0,0.7976444363594055,0.6014313553598192,0.7360000014305115,0.6185236687660217,0.6059009076358594,0.7091559171676636
1603151129.0,8.0,1.0,8.0,4.0,5.0,0.7976444363594055,0.5870312336709764,0.7360000014305115,0.6094076943397522,0.6059009076358594,0.7091559171676636
1603151129.0,8.0,1.0,8.0,4.0,6.0,0.7976444363594055,0.5744466707547505,0.7360000014305115,0.6018564130783081,0.6059009076358594,0.7091559171676636
1603151129.0,8.0,1.0,8.0,4.0,7.0,0.7976444363594055,0.5635181112713284,0.7360000014305115,0.5956372994422913,0.6059009076358594,0.7091559171676636
1603151129.0,8.0,1.0,8.0,4.0,8.0,0.7976444363594055,0.5540535446696812,0.7360000014305115,0.5906112414360046,0.6059009076358594,0.7091559171676636
1603151129.0,8.0,1.0,8.0,4.0,9.0,0.7976444363594055,0.5458920939975315,0.7360000014305115,0.5865972855567932,0.6059009076358594,0.7091559171676636
1603151129.0,8.0,1.0,16.0,1.0,0.0,0.7916888594627379,47.410138858509065,0.7360000014305115,0.675448537158966,0.6062994604629167,0.7091559171676636
1603151129.0,8.0,1.0,16.0,1.0,1.0,0.7976444363594055,0.6594031614727444,0.7360000014305115,0.6582579949378967,0.6062994604629167,0.7091559171676636
1603151129.0,8.0,1.0,16.0,1.0,2.0,0.7976444363594055,0.6383627703136868,0.7360000014305115,0.6433867262840272,0.6062994604629167,0.7091559171676636
1603151129.0,8.0,1.0,16.0,1.0,3.0,0.7976444363594055,0.6196990860939026,0.7360000014305115,0.6306403099060058,0.6062994604629167,0.7091559171676636
1603151129.0,8.0,1.0,16.0,1.0,4.0,0.7976444363594055,0.6032300439304775,0.7360000014305115,0.6197074629783629,0.6062994604629167,0.7091559171676636
1603151129.0,8.0,1.0,16.0,1.0,5.0,0.7976444363594055,0.5887507212638855,0.7360000014305115,0.6105204211235047,0.6062994604629167,0.7091559171676636
1603151129.0,8.0,1.0,16.0,1.0,6.0,0.7976444363594055,0.5760563704702589,0.7360000014305115,0.6028499877929687,0.6062994604629167,0.7091559171676636
1603151129.0,8.0,1.0,16.0,1.0,7.0,0.7976444363594055,0.5650138961897956,0.7360000014305115,0.5964720824241638,0.6062994604629167,0.7091559171676636
1603151129.0,8.0,1.0,16.0,1.0,8.0,0.7976444363594055,0.5554061762915717,0.7360000014305115,0.5913371334075928,0.6062994604629167,0.7091559171676636
1603151129.0,8.0,1.0,16.0,1.0,9.0,0.7976444363594055,0.5471030598958333,0.7360000014305115,0.5871852577209473,0.6062994604629167,0.7091559171676636
1603151129.0,8.0,1.0,16.0,2.0,0.0,0.7870666384696959,24.056370925585433,0.7360000014305115,0.6758938607215881,0.6063836646693971,0.7091559171676636
1603151129.0,8.0,1.0,16.0,2.0,1.0,0.7976444363594055,0.6600242918226454,0.7360000014305115,0.6587646732330322,0.6063836646693971,0.7091559171676636
1603151129.0,8.0,1.0,16.0,2.0,2.0,0.7976444363594055,0.6389560085720486,0.7360000014305115,0.6438638996124267,0.6063836646693971,0.7091559171676636
